agent_role,agent_autonomy_level,user_role,requested_action,tool_requested,resource_type,resource_sensitivity,permission_match,action_risk_score,prompt_injection_detected,data_exfiltration_risk,human_approval_required,previous_failed_attempts,audit_log_available,access_decision
finance_reconciliation_agent,4,guest,read_record,crm_api,access_policy,5,0,66,0,65,1,0,1,Blocked
finance_reconciliation_agent,4,analyst,read_record,contract_repository_api,financial_record,5,0,75,0,78,1,3,1,Blocked
customer_support_agent,1,analyst,read_record,hris_api,source_code_repo,4,0,40,0,54,0,1,1,Blocked
customer_support_agent,3,manager,search_records,hris_api,audit_log,4,0,59,0,62,0,2,1,Blocked
procurement_agent,2,employee,update_record,hris_api,employee_file,4,0,89,0,66,1,5,1,Blocked
devops_release_agent,5,analyst,read_record,database_api,source_code_repo,4,0,76,0,51,1,5,1,Blocked
procurement_agent,3,analyst,read_record,contract_repository_api,support_ticket,2,0,27,0,36,0,0,1,Blocked
customer_support_agent,1,employee,update_record,crm_api,public_knowledge_base,1,1,30,0,9,0,1,1,Allowed
sales_crm_agent,3,manager,export_report,finance_erp_api,contract_document,3,1,45,0,44,0,0,1,Allowed
data_analytics_agent,3,employee,sync_external_app,crm_api,customer_profile,2,0,71,0,62,1,0,1,Blocked
sales_crm_agent,3,service_account,export_report,crm_api,financial_record,4,0,84,0,87,1,2,1,Blocked
hr_onboarding_agent,2,manager,update_record,siem_api,employee_file,4,1,67,0,53,1,0,1,Needs_Human_Approval
procurement_agent,3,admin,read_record,contract_repository_api,customer_profile,3,1,17,0,41,0,1,1,Allowed
customer_support_agent,4,security_admin,download_file,crm_api,payroll_record,5,0,100,0,100,1,1,1,Blocked
customer_support_agent,2,employee,run_script,devops_ci_api,sales_pipeline,3,1,79,0,40,1,0,0,Needs_Human_Approval
it_helpdesk_agent,1,analyst,export_report,crm_api,payroll_record,5,0,77,0,100,1,0,1,Blocked
security_monitoring_agent,4,analyst,read_record,finance_erp_api,customer_profile,3,0,33,0,47,0,1,1,Blocked
security_monitoring_agent,3,employee,create_ticket,ticketing_api,source_code_repo,4,0,42,0,46,0,0,1,Blocked
customer_support_agent,3,guest,approve_payment,finance_erp_api,source_code_repo,4,0,100,0,52,1,1,1,Blocked
finance_reconciliation_agent,4,analyst,send_email,ticketing_api,customer_profile,3,0,62,0,52,0,1,1,Blocked
customer_support_agent,4,contractor,create_ticket,ticketing_api,support_ticket,2,1,11,0,26,0,0,1,Allowed
finance_reconciliation_agent,3,analyst,read_record,crm_api,public_knowledge_base,1,0,8,0,41,0,1,1,Blocked
devops_release_agent,3,guest,run_script,file_storage_api,public_knowledge_base,1,0,100,0,44,1,0,1,Blocked
it_helpdesk_agent,3,employee,export_report,database_api,customer_profile,3,0,64,0,63,0,1,1,Blocked
customer_support_agent,1,admin,create_ticket,ticketing_api,customer_profile,3,1,2,0,42,0,4,1,Allowed
customer_support_agent,3,vendor,search_records,database_api,support_ticket,2,1,12,0,29,0,0,1,Allowed
sales_crm_agent,4,employee,search_records,crm_api,contract_document,3,1,25,0,28,0,0,1,Allowed
it_helpdesk_agent,3,analyst,export_report,finance_erp_api,customer_profile,3,1,44,0,65,0,0,1,Needs_Human_Approval
procurement_agent,3,security_admin,export_report,siem_api,system_config,4,0,70,0,86,1,0,1,Blocked
security_monitoring_agent,2,analyst,approve_payment,finance_erp_api,support_ticket,2,0,73,0,54,1,0,1,Blocked
customer_support_agent,5,manager,change_permission,identity_provider_api,customer_profile,3,1,98,0,37,1,0,0,Blocked
procurement_agent,2,manager,read_record,contract_repository_api,support_ticket,2,1,4,0,23,0,0,1,Allowed
data_analytics_agent,1,service_account,export_report,ticketing_api,customer_profile,3,0,45,0,71,0,1,1,Blocked
sales_crm_agent,4,employee,read_record,ticketing_api,support_ticket,2,0,56,0,42,0,2,1,Blocked
customer_support_agent,3,employee,approve_payment,finance_erp_api,customer_profile,3,0,100,0,40,1,2,1,Blocked
it_helpdesk_agent,4,analyst,export_report,file_storage_api,invoice,3,1,63,0,71,0,0,1,Needs_Human_Approval
customer_support_agent,4,manager,send_email,email_api,sales_pipeline,3,0,44,0,88,0,2,1,Blocked
hr_onboarding_agent,2,employee,update_record,crm_api,employee_file,4,0,68,0,76,1,1,1,Blocked
finance_reconciliation_agent,1,service_account,send_email,email_api,system_config,4,0,54,0,89,0,0,1,Blocked
sales_crm_agent,2,employee,read_record,crm_api,payroll_record,5,0,65,0,84,1,3,1,Blocked
data_analytics_agent,2,employee,read_record,hris_api,invoice,3,0,44,0,46,0,2,1,Blocked
sales_crm_agent,3,analyst,sync_external_app,crm_api,invoice,3,0,93,0,58,1,0,0,Blocked
executive_assistant_agent,3,contractor,create_ticket,ticketing_api,payroll_record,5,0,52,0,74,1,1,1,Blocked
procurement_agent,3,service_account,delete_record,hris_api,payroll_record,5,1,100,0,62,1,3,1,Blocked
data_analytics_agent,4,analyst,download_file,devops_ci_api,public_knowledge_base,1,0,56,0,48,0,1,1,Blocked
sales_crm_agent,4,manager,update_record,ticketing_api,public_knowledge_base,1,1,32,0,21,0,0,1,Allowed
executive_assistant_agent,3,vendor,create_ticket,ticketing_api,audit_log,4,0,53,0,57,0,0,1,Blocked
customer_support_agent,3,employee,export_report,hris_api,payroll_record,5,0,99,0,100,1,1,1,Blocked
it_helpdesk_agent,3,employee,view_audit_log,siem_api,financial_record,4,0,62,0,72,0,0,1,Blocked
finance_reconciliation_agent,2,service_account,create_ticket,ticketing_api,public_knowledge_base,1,0,19,0,29,0,6,1,Blocked
data_analytics_agent,5,admin,export_report,database_api,contract_document,3,0,73,0,67,1,0,1,Blocked
finance_reconciliation_agent,2,analyst,export_report,finance_erp_api,customer_profile,3,0,78,0,61,1,4,1,Blocked
executive_assistant_agent,5,analyst,update_record,finance_erp_api,system_config,4,0,84,0,64,1,0,1,Blocked
executive_assistant_agent,1,analyst,download_file,contract_repository_api,invoice,3,0,55,0,74,0,1,1,Blocked
data_analytics_agent,1,employee,download_file,database_api,customer_profile,3,1,32,0,59,0,0,0,Allowed
customer_support_agent,4,employee,download_file,crm_api,payroll_record,5,0,100,0,99,1,0,0,Blocked
procurement_agent,5,vendor,read_record,email_api,sales_pipeline,3,0,59,0,55,0,1,1,Blocked
finance_reconciliation_agent,3,service_account,read_record,finance_erp_api,financial_record,4,1,31,0,45,0,2,1,Allowed
executive_assistant_agent,2,vendor,approve_payment,finance_erp_api,customer_profile,3,1,76,0,41,1,0,1,Needs_Human_Approval
hr_onboarding_agent,5,analyst,export_report,siem_api,public_knowledge_base,1,1,29,0,43,0,0,1,Allowed
it_helpdesk_agent,2,service_account,read_record,file_storage_api,public_knowledge_base,1,1,2,0,20,0,0,1,Allowed
procurement_agent,4,employee,send_email,email_api,customer_profile,3,0,69,0,82,1,4,1,Blocked
finance_reconciliation_agent,3,analyst,search_records,hris_api,support_ticket,2,0,18,0,39,0,0,1,Blocked
security_monitoring_agent,2,analyst,download_file,file_storage_api,support_ticket,2,1,33,0,70,0,1,1,Needs_Human_Approval
finance_reconciliation_agent,3,employee,create_ticket,ticketing_api,customer_profile,3,1,15,0,33,0,1,1,Allowed
customer_support_agent,4,guest,export_report,crm_api,payroll_record,5,0,100,0,100,1,0,1,Blocked
security_monitoring_agent,4,security_admin,update_record,crm_api,employee_file,4,1,61,0,55,0,0,1,Needs_Human_Approval
security_monitoring_agent,5,employee,update_record,ticketing_api,support_ticket,2,0,88,0,44,1,5,1,Blocked
customer_support_agent,5,employee,read_record,finance_erp_api,audit_log,4,0,65,0,49,1,1,1,Blocked
hr_onboarding_agent,3,employee,search_records,database_api,audit_log,4,1,31,0,47,0,0,1,Allowed
sales_crm_agent,4,admin,download_file,file_storage_api,access_policy,5,0,99,0,100,1,3,1,Blocked
it_helpdesk_agent,1,analyst,delete_record,hris_api,support_ticket,1,0,100,1,44,1,1,1,Blocked
customer_support_agent,2,employee,view_audit_log,identity_provider_api,invoice,3,0,45,0,40,0,1,1,Blocked
customer_support_agent,5,employee,read_record,database_api,source_code_repo,4,0,60,0,57,0,2,1,Blocked
sales_crm_agent,3,service_account,read_record,devops_ci_api,customer_profile,3,1,33,0,47,0,1,1,Allowed
it_helpdesk_agent,3,analyst,create_ticket,ticketing_api,api_key_secret,5,0,59,0,75,1,0,0,Blocked
customer_support_agent,4,employee,search_records,hris_api,invoice,3,0,49,0,45,0,1,1,Blocked
customer_support_agent,3,employee,search_records,hris_api,invoice,3,1,4,0,36,0,0,1,Allowed
devops_release_agent,4,manager,search_records,crm_api,public_knowledge_base,1,0,18,0,29,0,0,1,Blocked
security_monitoring_agent,5,analyst,read_record,file_storage_api,support_ticket,2,1,14,0,46,0,0,1,Allowed
customer_support_agent,2,analyst,read_record,ticketing_api,invoice,3,1,26,0,38,0,0,1,Allowed
procurement_agent,3,vendor,update_record,hris_api,system_config,4,0,84,0,60,1,1,1,Blocked
finance_reconciliation_agent,1,contractor,export_report,crm_api,source_code_repo,4,0,57,0,65,0,0,1,Blocked
devops_release_agent,4,employee,approve_payment,finance_erp_api,support_ticket,2,1,72,0,27,1,0,0,Needs_Human_Approval
customer_support_agent,2,admin,read_record,database_api,financial_record,4,1,18,0,53,0,0,1,Allowed
hr_onboarding_agent,3,vendor,search_records,identity_provider_api,contract_document,3,0,57,0,39,0,1,1,Blocked
finance_reconciliation_agent,3,analyst,download_file,email_api,contract_document,3,0,58,0,75,0,0,1,Blocked
customer_support_agent,5,employee,read_record,contract_repository_api,customer_profile,4,1,35,0,44,0,1,1,Allowed
customer_support_agent,3,admin,send_email,email_api,customer_profile,3,1,41,0,61,0,6,1,Allowed
hr_onboarding_agent,4,manager,search_records,email_api,access_policy,5,0,75,0,70,1,0,1,Blocked
finance_reconciliation_agent,4,employee,export_report,finance_erp_api,system_config,4,1,62,0,59,0,0,1,Needs_Human_Approval
security_monitoring_agent,4,employee,update_record,crm_api,customer_profile,3,0,69,0,49,1,0,1,Blocked
hr_onboarding_agent,4,admin,create_ticket,crm_api,support_ticket,1,0,28,0,28,0,0,1,Blocked
procurement_agent,4,service_account,search_records,finance_erp_api,employee_file,4,0,51,0,66,0,1,1,Blocked
procurement_agent,3,analyst,download_file,contract_repository_api,contract_document,2,0,57,0,59,0,1,0,Blocked
it_helpdesk_agent,1,contractor,send_email,email_api,public_knowledge_base,2,0,33,0,68,0,2,1,Blocked
customer_support_agent,3,analyst,export_report,email_api,customer_profile,3,1,73,0,58,1,5,1,Needs_Human_Approval
it_helpdesk_agent,1,contractor,update_record,email_api,customer_profile,3,0,79,0,62,1,2,1,Blocked
procurement_agent,2,analyst,approve_payment,finance_erp_api,access_policy,4,0,100,0,60,1,2,1,Blocked
sales_crm_agent,3,manager,export_report,finance_erp_api,support_ticket,2,0,63,0,64,0,0,0,Blocked
finance_reconciliation_agent,3,employee,send_email,email_api,support_ticket,2,0,44,0,55,0,1,1,Blocked
finance_reconciliation_agent,3,contractor,search_records,crm_api,support_ticket,2,1,7,0,26,0,0,1,Allowed
devops_release_agent,2,employee,read_record,email_api,access_policy,5,0,63,0,77,1,0,0,Blocked
sales_crm_agent,3,service_account,update_record,finance_erp_api,public_knowledge_base,1,1,34,0,24,0,0,1,Allowed
it_helpdesk_agent,5,contractor,send_email,email_api,financial_record,5,0,79,0,100,1,0,1,Blocked
it_helpdesk_agent,3,employee,search_records,ticketing_api,system_config,4,0,45,0,57,0,0,1,Blocked
devops_release_agent,5,vendor,export_report,database_api,payroll_record,5,0,100,0,100,1,1,1,Blocked
security_monitoring_agent,2,employee,read_record,hris_api,sales_pipeline,4,0,44,0,64,0,0,1,Blocked
finance_reconciliation_agent,1,analyst,create_ticket,ticketing_api,public_knowledge_base,1,0,6,0,23,0,2,0,Blocked
customer_support_agent,1,analyst,update_record,hris_api,support_ticket,2,1,41,0,42,0,6,1,Allowed
security_monitoring_agent,4,service_account,create_ticket,ticketing_api,public_knowledge_base,1,0,6,0,38,0,1,1,Blocked
devops_release_agent,2,employee,sync_external_app,external_webhook,employee_file,4,0,100,0,90,1,1,0,Blocked
customer_support_agent,3,contractor,export_report,finance_erp_api,customer_profile,3,1,48,0,57,0,0,1,Allowed
customer_support_agent,4,contractor,update_record,crm_api,api_key_secret,5,0,88,0,80,1,0,1,Blocked
executive_assistant_agent,3,contractor,read_record,hris_api,public_knowledge_base,1,0,21,0,33,0,0,1,Blocked
it_helpdesk_agent,3,service_account,export_report,database_api,contract_document,3,0,63,0,64,0,3,1,Blocked
customer_support_agent,5,analyst,update_record,database_api,source_code_repo,4,0,88,0,57,1,0,1,Blocked
data_analytics_agent,3,analyst,read_record,finance_erp_api,sales_pipeline,3,1,28,0,49,0,3,1,Allowed
it_helpdesk_agent,2,admin,update_record,identity_provider_api,public_knowledge_base,1,1,26,0,13,0,3,1,Allowed
executive_assistant_agent,3,guest,search_records,hris_api,meeting_notes,2,1,35,0,17,1,0,0,Needs_Human_Approval
security_monitoring_agent,3,admin,read_record,contract_repository_api,system_config,4,1,23,0,39,0,0,1,Allowed
procurement_agent,2,employee,read_record,database_api,customer_profile,3,0,35,0,49,0,0,1,Blocked
sales_crm_agent,3,employee,export_report,database_api,invoice,3,0,75,0,66,1,2,1,Blocked
finance_reconciliation_agent,1,guest,approve_payment,email_api,customer_profile,3,0,100,1,71,1,0,0,Blocked
devops_release_agent,4,service_account,read_record,crm_api,public_knowledge_base,1,1,2,0,13,0,1,1,Allowed
hr_onboarding_agent,1,vendor,change_permission,identity_provider_api,invoice,3,0,100,0,41,1,4,1,Blocked
hr_onboarding_agent,4,analyst,create_ticket,ticketing_api,customer_profile,3,1,12,0,32,0,0,1,Allowed
devops_release_agent,4,employee,export_report,finance_erp_api,public_knowledge_base,1,0,45,0,55,0,0,1,Blocked
hr_onboarding_agent,5,security_admin,change_permission,identity_provider_api,employee_file,4,1,98,0,45,1,0,1,Blocked
it_helpdesk_agent,3,manager,send_email,email_api,source_code_repo,4,0,62,0,79,1,1,1,Blocked
sales_crm_agent,3,manager,send_email,email_api,public_knowledge_base,1,1,14,0,47,0,0,1,Allowed
finance_reconciliation_agent,4,employee,read_record,contract_repository_api,audit_log,4,0,50,0,65,0,0,1,Blocked
it_helpdesk_agent,3,analyst,create_ticket,email_api,payroll_record,5,0,53,0,84,1,1,1,Blocked
legal_contract_agent,3,employee,read_record,crm_api,public_knowledge_base,1,1,2,0,9,0,0,1,Allowed
security_monitoring_agent,1,manager,read_record,ticketing_api,support_ticket,2,1,14,0,30,0,0,1,Allowed
data_analytics_agent,3,employee,search_records,database_api,customer_profile,3,1,28,0,29,0,6,1,Allowed
devops_release_agent,3,guest,read_record,crm_api,payroll_record,5,0,74,0,87,1,0,0,Blocked
hr_onboarding_agent,3,manager,export_report,finance_erp_api,sales_pipeline,3,0,67,0,65,1,0,1,Blocked
finance_reconciliation_agent,3,vendor,send_email,email_api,public_knowledge_base,1,0,42,0,59,0,2,1,Blocked
customer_support_agent,2,admin,read_record,file_storage_api,public_knowledge_base,1,1,2,0,38,0,0,1,Allowed
it_helpdesk_agent,4,analyst,read_record,finance_erp_api,payroll_record,5,0,100,1,94,1,4,1,Blocked
customer_support_agent,2,guest,update_record,finance_erp_api,support_ticket,2,1,36,0,22,0,0,1,Allowed
customer_support_agent,1,manager,read_record,crm_api,public_knowledge_base,1,0,10,0,29,0,0,1,Blocked
it_helpdesk_agent,4,contractor,approve_payment,finance_erp_api,audit_log,4,0,100,0,58,1,1,1,Blocked
legal_contract_agent,4,employee,read_record,contract_repository_api,customer_profile,3,0,44,0,49,0,0,1,Blocked
executive_assistant_agent,5,employee,send_email,email_api,financial_record,4,0,68,0,92,1,0,1,Blocked
procurement_agent,5,analyst,read_record,database_api,customer_profile,3,0,47,0,52,0,1,1,Blocked
executive_assistant_agent,2,employee,read_record,crm_api,employee_file,4,0,51,0,56,0,2,1,Blocked
customer_support_agent,4,analyst,approve_payment,identity_provider_api,financial_record,4,0,100,0,72,0,4,0,Blocked
security_monitoring_agent,2,employee,read_record,file_storage_api,support_ticket,2,0,22,0,46,0,0,1,Blocked
customer_support_agent,5,analyst,export_report,database_api,api_key_secret,5,0,100,0,96,1,0,1,Blocked
customer_support_agent,2,admin,search_records,finance_erp_api,customer_profile,3,1,2,0,35,0,0,1,Allowed
customer_support_agent,3,service_account,export_report,crm_api,customer_profile,2,1,37,0,58,0,0,1,Allowed
procurement_agent,3,contractor,read_record,crm_api,source_code_repo,5,0,99,1,95,1,4,1,Blocked
security_monitoring_agent,4,admin,search_records,identity_provider_api,financial_record,4,0,62,0,60,0,0,1,Blocked
it_helpdesk_agent,4,manager,run_script,devops_ci_api,sales_pipeline,3,1,97,0,41,1,0,1,Blocked
procurement_agent,2,analyst,download_file,contract_repository_api,financial_record,4,0,75,0,80,1,1,1,Blocked
finance_reconciliation_agent,3,vendor,run_script,devops_ci_api,sales_pipeline,3,0,100,0,38,1,1,1,Blocked
customer_support_agent,4,employee,create_ticket,ticketing_api,customer_profile,3,0,35,0,42,0,0,1,Blocked
legal_contract_agent,3,vendor,read_record,crm_api,employee_file,4,1,27,0,56,0,0,1,Allowed
customer_support_agent,4,manager,update_record,finance_erp_api,customer_profile,3,1,51,0,25,0,0,1,Allowed
sales_crm_agent,5,security_admin,search_records,finance_erp_api,customer_profile,3,1,5,0,34,0,0,1,Allowed
finance_reconciliation_agent,2,admin,search_records,finance_erp_api,source_code_repo,4,0,42,0,57,0,0,1,Blocked
customer_support_agent,3,security_admin,update_record,crm_api,source_code_repo,3,0,74,0,33,1,1,1,Blocked
sales_crm_agent,3,contractor,search_records,hris_api,system_config,4,0,47,0,59,1,1,1,Blocked
customer_support_agent,3,security_admin,run_script,email_api,invoice,4,0,100,0,68,1,0,1,Blocked
customer_support_agent,3,analyst,search_records,hris_api,support_ticket,2,1,6,0,27,0,0,1,Allowed
procurement_agent,2,manager,read_record,database_api,audit_log,4,1,19,0,38,0,0,1,Allowed
it_helpdesk_agent,4,manager,search_records,hris_api,employee_file,4,0,56,0,67,0,3,1,Blocked
customer_support_agent,3,analyst,download_file,contract_repository_api,public_knowledge_base,1,1,20,0,33,0,0,1,Allowed
customer_support_agent,3,manager,export_report,finance_erp_api,sales_pipeline,3,0,60,0,69,0,0,1,Blocked
hr_onboarding_agent,4,employee,export_report,database_api,access_policy,5,0,95,0,100,1,0,1,Blocked
finance_reconciliation_agent,3,analyst,search_records,crm_api,public_knowledge_base,1,0,12,0,26,0,1,1,Blocked
it_helpdesk_agent,3,manager,search_records,database_api,public_knowledge_base,1,1,2,0,15,0,0,1,Allowed
it_helpdesk_agent,3,vendor,send_email,email_api,customer_profile,3,1,88,1,77,1,3,1,Blocked
